"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","Ortsteil","id"
"Marienschule","","","Saarbrücken","Saarland","Programm","","Be smart - don't Start","","1"
"Internatsschule Hadmersleben - Sekundarschule","","","Oschersleben (Bode)","Sachsen Anhalt","Programm","","Be smart - don't Start","","13"
"Städt. Gymnasium","","","Leichlingen (Rheinland)","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Förderschule Eggesin","","","Eggesin","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","3"
"Betty-Reis-Gesamtschule","","","Wassenberg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","5"
"Stadtteilschule Bramfeld","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Gemeinschaftsschule am Lehmwohld","","","Itzehoe","Schleswig Holstein","Programm","","Be smart - don't Start","","15"
"Rotteck-Gymnasium","","","Freiburg im Breisgau","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Emilie-Wüstenfeld-Gymnasium","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Erhard-Junghans-Schule","","","Schramberg","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Grund- und Werkrealschule","","","Zimmern ob Rottweil","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Hans-Multscher-Gymnasium","","","Leutkirch im Allgäu","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Städtisches Gymnasium","","","Erwitte","Nordrhein Westphalen","Programm","","Be smart - don't Start","","6"
"Goethe-Gymnasium","","","Bensheim","Hessen","Programm","","Be smart - don't Start","","0"
"Sekundarschule Monheim","","","Monheim am Rhein","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Gesamtschule Königswinter","","","Königswinter","Nordrhein Westphalen","Programm","","Be smart - don't Start","","15"
"Friedrich-Schiller-Gymnasium","","","Königs Wusterhausen","Brandenburg","Programm","","Be smart - don't Start","","16"
"Kurpfalz-Realschule","","","Schriesheim","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Privatgymnasium ""Dr. Florian Überreiter""","","","München","Bayern","Programm","","Be smart - don't Start","","370"
"Gymnasium Bad Nenndorf","","","Bad Nenndorf","Niedersachsen","Programm","","Be smart - don't Start","","3"
"Pestalozzi-Gymnasium","","","München","Bayern","Programm","","Be smart - don't Start","","370"
"Erich Kästner Schule","","","Lauffen am Neckar","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Gymnasium Coswig","","","Coswig","Sachsen","Programm","","Be smart - don't Start","","15"
"Gymnasium Petrinum","","","Dorsten","Nordrhein Westphalen","Programm","","Be smart - don't Start","","24"
"Freiherr-von-Schütz-Schule","","","Bad Camberg","Hessen","Programm","","Be smart - don't Start","","0"
"Stiftisches Humanistisches Gymnasium","","","Mönchengladbach","Nordrhein Westphalen","Programm","","Be smart - don't Start","","77"
"Käthe-Kollwitz-Schule","","","Köln","Nordrhein Westphalen","Programm","","Be smart - don't Start","","324"
"Staatliche Realschule Vilsbiburg","","","Vilsbiburg","Bayern","Programm","","Be smart - don't Start","","4"
"Gesamtschule Brühl","","","Brühl","Nordrhein Westphalen","Programm","","Be smart - don't Start","","26"
"Selma-Rosenfeld-Realschule","","","Eppingen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"1. Oberschule Am Kupferberg","","","Großenhain","Sachsen","Programm","","Be smart - don't Start","","20"
"Karl-Ernst-Gymnasium","","","Amorbach","Bayern","Programm","","Be smart - don't Start","","4"
"Stefan-George-Gymnasium","","","Bingen am Rhein","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Schule ""Werner Lindemann""","","","Lübstorf","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","1"
"Geschwister-Scholl-Schule","","","Wallhausen","Rheinland Pfalz","Programm","","Be smart - don't Start","","1"
"Wilhelm-Olbers-Oberschule","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"Michelberg-Gymnasium","","","Geislingen an der Steige","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Helene-Lange-Gymnasium","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Caspar-Mohr-Progymnasium","","","Bad Schussenried","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Ganztagsschule an der Rüsternbreite","","","Köthen (Anhalt)","Sachsen Anhalt","Programm","","Be smart - don't Start","","11"
"Fallstein-Gymnasium","","","Osterwieck","Sachsen Anhalt","Programm","","Be smart - don't Start","","5"
"Sophie-Charlotte-Gymnasium","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Städtische Sekundarschule","","","Hilden","Nordrhein Westphalen","Programm","","Be smart - don't Start","","20"
"Gesamtschule Obere Aar","","","Taunusstein","Hessen","Programm","","Be smart - don't Start","","0"
"Realschule am Buchenberg","","","Steinfurt","Nordrhein Westphalen","Programm","","Be smart - don't Start","","16"
"Pestalozzi-Gymnasium","","","Guben","Brandenburg","Programm","","Be smart - don't Start","","8"
"Gemeinschaftsschule Mandelbachtal - Schmelzerwald","","","St. Ingbert","Saarland","Programm","","Be smart - don't Start","","0"
"Gymnasium Münchberg","","","Münchberg","Bayern","Programm","","Be smart - don't Start","","4"
"Geschwister-Scholl-Gymnasium","","","Fürstenwalde/Spree","Brandenburg","Programm","","Be smart - don't Start","","19"
"Städt. Realschule am Bömberg","","","Iserlohn","Nordrhein Westphalen","Programm","","Be smart - don't Start","","31"
"Mittelschule Schöllkrippen","","","Schöllkrippen","Bayern","Programm","","Be smart - don't Start","","4"
"Städt. Förderschule Eschenstraße","","","Duisburg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","149"
"Herman ven Veen-Schule","","","Mönchengladbach","Nordrhein Westphalen","Programm","","Be smart - don't Start","","77"
"Städt. Realschule Broich","","","Mülheim an der Ruhr","Nordrhein Westphalen","Programm","","Be smart - don't Start","","39"
"Anton-Calaminus-Schule","","","Gründau","Hessen","Programm","","Be smart - don't Start","","0"
"Johann-Hinrich-Wichern-Schule","","","Frankfurt a. M.","Hessen","Programm","","Be smart - don't Start","","0"
"Maria-Ward-Realschule","","","Aschaffenburg","Bayern","Programm","","Be smart - don't Start","","31"
"Werkrealschule","","","Isny im Allgäu","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Schule Am Klüschenberg","","","Plau am See","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","2"
"Staatliche Regelschule Königsee","","","Königsee-Rottenbach","Thüringen","Programm","","Be smart - don't Start","","2"
"Deutschherrenschule","","","Frankfurt a. M.","Hessen","Programm","","Be smart - don't Start","","0"
"Städt. Gesamtschule Meiderich","","","Duisburg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","149"
"Benedictus-Realschule","","","Tutzing","Bayern","Programm","","Be smart - don't Start","","4"
"Carl-von-Ossietzky-Oberschule","","","Werder (Havel)","Brandenburg","Programm","","Be smart - don't Start","","8"
"Werner-von-Siemens-Gesamtschule","","","Unna","Nordrhein Westphalen","Programm","","Be smart - don't Start","","25"
"Städt. Gymnasium Gerresheim","","","Düsseldorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Gesamtschule Emsland","","","Lingen","Niedersachsen","Programm","","Be smart - don't Start","","30"
"Theodor Storm Schule","","","Bad Oldesloe","Schleswig Holstein","Programm","","Be smart - don't Start","","9"
"Realschule Jestetten","","","Jestetten","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Städt. Realschule","","","Datteln","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"St. Ursula-Gymnasium","","","Brühl","Nordrhein Westphalen","Programm","","Be smart - don't Start","","26"
"Bernard Overberg Schule","","","Recklinghausen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","36"
"Einstein-Gymnasium","","","Angermünde","Brandenburg","Programm","","Be smart - don't Start","","7"
"Haupt- und Realschule Ramsloh","","","Saterland","Niedersachsen","Programm","","Be smart - don't Start","","6"
"Diesterweg-Grundschule","","","Prenzlau","Brandenburg","Programm","","Be smart - don't Start","","11"
"Gymnasium Höchstadt a.d.Aisch","","","Höchstadt","Bayern","Programm","","Be smart - don't Start","","6"
"Städt. Gesamtschule Heiligenhaus","","","Heiligenhaus","Nordrhein Westphalen","Programm","","Be smart - don't Start","","8"
"Hermann-Neuberger-Schule","","","Völklingen","Saarland","Programm","","Be smart - don't Start","","0"
"Bischöfliches Mariengymnasium","","","Essen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","186"
"Bettina-von-Arnim Gymnasium","","","Dormagen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","23"
"Johannes-Gutenberg-Realschule","","","Bergisch Gladbach","Nordrhein Westphalen","Programm","","Be smart - don't Start","","45"
"Leonhard-Wagner-Realschule","","","Schwabmünchen","Bayern","Programm","","Be smart - don't Start","","4"
"Sonderpädagogisches Förderzentrum","","","Neutraubling","Bayern","Programm","","Be smart - don't Start","","5"
"Friedrich-Schiller-Gymnasium","","","Eisenberg","Thüringen","Programm","","Be smart - don't Start","","6"
"Schloßgymnasium","","","Kirchheim unter Teck","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Oberwaldschule","","","Grebenhain","Hessen","Programm","","Be smart - don't Start","","0"
"Graf-Eberhard-Schule","","","Kirchentellinsfurt","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Buchenbergschule","","","Ellwangen (Jagst)","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Friedr.-Schelling-Schule","","","Besigheim","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Freie Gesamtschule Anhalt","","","Köthen","Sachsen Anhalt","Programm","","Be smart - don't Start","","11"
"Wilhelm-von-Polenz-Oberschule","","","Cunewalde","Sachsen","Programm","","Be smart - don't Start","","3"
"Gesamtschule Köln-Nippes","","","Köln","Nordrhein Westphalen","Programm","","Be smart - don't Start","","324"
"Leonardo da Vinci-Gesamtschule","","","Hückelhoven","Nordrhein Westphalen","Programm","","Be smart - don't Start","","14"
"Mittelschule Markt Indersdorf","","","Markt Indersdorf","Bayern","Programm","","Be smart - don't Start","","4"
"Lindenschule","","","Geislingen an der Steige","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Stadtschule Lübbecke","","","Lübbecke","Nordrhein Westphalen","Programm","","Be smart - don't Start","","13"
"Bertolt-Brecht-Gesamtschule","","","Bonn","Nordrhein Westphalen","Programm","","Be smart - don't Start","","112"
"Gymnasium Hechingen","","","Hechingen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Zentralschule Harrislee","","","Harrislee","Schleswig Holstein","Programm","","Be smart - don't Start","","1"
"Sekundarschule Telgte","","","Telgte","Nordrhein Westphalen","Programm","","Be smart - don't Start","","8"
"Staatl. Realschule Arnstorf","","","Arnstorf","Bayern","Programm","","Be smart - don't Start","","4"
"Edertalschule","","","Frankenberg","Hessen","Programm","","Be smart - don't Start","","7"
"Förderschule Lernen","","","Saarbrücken-Altenkessel","Saarland","Programm","","Be smart - don't Start","","0"
"Max-Planck-Gymnasium","","","Heidenheim an der Brenz","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Städtische Adam-Kraft-Realschule","","","Nürnberg","Bayern","Programm","","Be smart - don't Start","","138"
"George-Orwell-Schule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Städt. Realschule Bünde-Nord","","","Bünde","Nordrhein Westphalen","Programm","","Be smart - don't Start","","17"
"Katholische Schule Altona","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Augustum-Annen-Gymnasium","","","Görlitz","Sachsen","Programm","","Be smart - don't Start","","50"
"Gymnasium Lechenich","","","Erftstadt","Nordrhein Westphalen","Programm","","Be smart - don't Start","","13"
"Elsterschloss-Gymnasium","","","Elsterwerda","Brandenburg","Programm","","Be smart - don't Start","","6"
"Pascal-Gymnasium","","","Grevenbroich","Nordrhein Westphalen","Programm","","Be smart - don't Start","","18"
"Oberschule ""Korla Awgust Kocor""","","","Wittichenau","Sachsen","Programm","","Be smart - don't Start","","3"
"Gymnasium Neutraubling","","","Neutraubling","Bayern","Programm","","Be smart - don't Start","","5"
"Förderzentrum Plön","","","Plön","Schleswig Holstein","Programm","","Be smart - don't Start","","10"
"Oberschule Celle I","","","Celle","Niedersachsen","Programm","","Be smart - don't Start","","41"
"Grund- und Oberschule Neuenkirchen","","","Neuenkirchen","Niedersachsen","Programm","","Be smart - don't Start","","17"
"Kooperative Gesamtschule Gronau","","","Gronau","Niedersachsen","Programm","","Be smart - don't Start","","20"
"Gesamtschule der Stadt Mechernich","","","Mechernich","Nordrhein Westphalen","Programm","","Be smart - don't Start","","8"
"Priv. Realschule der Ursulinen","","","Bad Neuenahr-Ahrweiler Stadt","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Pater-Rupert-Mayer-Schule","","","Regensburg","Bayern","Programm","","Be smart - don't Start","","63"
"Theodor-Heuss-Gymnasium","","","Göttingen","Niedersachsen","Programm","","Be smart - don't Start","","50"
"Rechberg-Gymnasium","","","Donzdorf","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Realschule Crange","","","Herne","Nordrhein Westphalen","Programm","","Be smart - don't Start","","47"
"Märkisches Gymnasium","","","Schwelm","Nordrhein Westphalen","Programm","","Be smart - don't Start","","7"
"Städt. Gymnasium Lünen-Altlünen","","","Lünen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","23"
"Rhein-Gymnasium","","","Sinzig","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Integrierte Gesamtschule Stromberg","","","Stromberg","Rheinland Pfalz","Programm","","Be smart - don't Start","","1"
"Realschule Gebhardshagen","","","Salzgitter","Niedersachsen","Programm","","Be smart - don't Start","","36"
"Realschule Burladingen","","","Burladingen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Jakob-Wassermann-Schule","","","Fürth","Bayern","Programm","","Be smart - don't Start","","32"
"Integrierte Gesamtschule Mutterstadt","","","Mutterstadt","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Oberschule Lohsa","","","Lohsa","Sachsen","Programm","","Be smart - don't Start","","2"
"Städt. Realschule","","","Steinheim","Nordrhein Westphalen","Programm","","Be smart - don't Start","","4"
"Oberschule an der Julius-Brecht-Allee","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"Christliche Schule Kiel","","","Kiel","Schleswig Holstein","Programm","","Be smart - don't Start","","68"
"Gymnasium Marienthal","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Oberschule Ebersbach","","","Ebersbach","Sachsen","Programm","","Be smart - don't Start","","10"
"Freiherr-vom-Stein-Schule","","","Coesfeld","Nordrhein Westphalen","Programm","","Be smart - don't Start","","19"
"Bühl-Förderschule","","","Dornstadt","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Städtische Gesamtschule","","","Rhede","Nordrhein Westphalen","Programm","","Be smart - don't Start","","9"
"Gymnasium am Deutenberg","","","Villingen-Schwenningen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Ökowegschule Kugelberg","","","Weißenfels","Sachsen Anhalt","Programm","","Be smart - don't Start","","20"
"Gertrud-Bäumer-Realschule","","","Gelsenkirchen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","83"
"Leibniz-Gymnasium","","","Bad Schwartau","Schleswig Holstein","Programm","","Be smart - don't Start","","7"
"Freiherr-vom-Stein-Gymnasium","","","Hamm","Nordrhein Westphalen","Programm","","Be smart - don't Start","","99"
"Gemeinschaftsschule Wallerfangen","","","Wallerfangen","Saarland","Programm","","Be smart - don't Start","","0"
